scouting_rank,player_name,club_name,competition_name,country_name,age_at_season_end,position,minutes,goals,assists,goals_per90,assists_per90,market_value_in_eur,breakout_probability_pct
889,Jesper Karlsson,FC Utrecht,eredivisie,Netherlands,28,Attack,532.0,4.0,1.0,0.677,0.169,3000000.0,34.9264333312996
890,Francisco Petrasso,Rio Ave FC,liga-portugal,Portugal,24,Defender,1439.0,0.0,0.0,0.0,0.0,1200000.0,34.919795886225856
891,David Sousa,Casa Pia AC,liga-portugal,Portugal,25,Defender,2265.0,2.0,0.0,0.079,0.0,1000000.0,34.77951818786787
892,Atsuki Ito,KAA Gent,jupiler-pro-league,Belgium,28,Midfield,2055.0,4.0,3.0,0.175,0.131,2500000.0,34.6847753694294
893,Chiquinho,Olympiakos Syndesmos Filathlon Peiraios,super-league-1,Greece,31,Midfield,1514.0,4.0,4.0,0.238,0.238,5000000.0,34.676875698194976
894,Xavier Mbuyamba,FC Volendam,eredivisie,Netherlands,25,Defender,741.0,1.0,0.0,0.121,0.0,1500000.0,34.60803412991993
895,Abdülkerim Bardakcı,Galatasaray,super-lig,Türkiye,32,Defender,2455.0,0.0,1.0,0.0,0.037,6500000.0,34.562149977747985
896,Jan Faberski,PEC Zwolle,eredivisie,Netherlands,20,Attack,467.0,0.0,2.0,0.0,0.385,500000.0,34.28531616732497
897,Lars Unnerstall,FC Twente Enschede,eredivisie,Netherlands,36,Goalkeeper,2790.0,0.0,0.0,0.0,0.0,1000000.0,34.21943553753995
898,Jonathan Panzo,Rio Ave FC,liga-portugal,Portugal,26,Defender,1095.0,0.0,0.0,0.0,0.0,1500000.0,34.21366853965989
899,Niclas Eliasson,Athlitiki Enosi Konstantinoupoleos,super-league-1,Greece,31,Midfield,743.0,0.0,3.0,0.0,0.363,3000000.0,34.196022329789635
900,Attila Mocsi,Caykur Rizespor,super-lig,Türkiye,26,Defender,1746.0,2.0,0.0,0.103,0.0,2000000.0,34.09577250472134
901,Afonso Assis,Moreirense FC,liga-portugal,Portugal,20,Midfield,885.0,1.0,1.0,0.102,0.102,500000.0,34.07716869792598
902,Daouda Weidmann,FC Twente Enschede,eredivisie,Netherlands,23,Midfield,451.0,0.0,2.0,0.0,0.399,750000.0,33.89254349655921
903,Óscar Rivas,Vitória Guimarães SC,liga-portugal,Portugal,26,Defender,1620.0,1.0,0.0,0.056,0.0,1000000.0,33.88163879641526
904,Marc Giger,Union Saint-Gilloise,jupiler-pro-league,Belgium,22,Attack,474.0,3.0,1.0,0.57,0.19,800000.0,33.85742320096558
905,Ryan Merlen,Sint-Truidense VV,jupiler-pro-league,Belgium,24,Midfield,470.0,0.0,1.0,0.0,0.191,1000000.0,33.77968917570097
906,Benjamin Fredrick,FCV Dender EH,jupiler-pro-league,Belgium,21,Defender,861.0,0.0,0.0,0.0,0.0,600000.0,33.73806261783331
907,João Carvalho,GD Estoril Praia,liga-portugal,Portugal,29,Midfield,2798.0,6.0,12.0,0.193,0.386,5000000.0,33.66007132847805
908,Alfons Sampsted,Go Ahead Eagles,eredivisie,Netherlands,28,Defender,877.0,0.0,2.0,0.0,0.205,1500000.0,33.62380846133767
909,Jankat Yılmaz,Eyüpspor,super-lig,Türkiye,22,Goalkeeper,1260.0,0.0,0.0,0.0,0.0,1500000.0,33.6231210720952
910,Gustavo Silva,Vitória Guimarães SC,liga-portugal,Portugal,27,Attack,1466.0,5.0,2.0,0.307,0.123,4000000.0,33.5945003868285
911,Mats Deijl,Go Ahead Eagles,eredivisie,Netherlands,29,Defender,1665.0,1.0,3.0,0.054,0.162,2000000.0,33.586456468245046
912,Ricardo Mangas,Sporting CP,liga-portugal,Portugal,28,Defender,875.0,2.0,1.0,0.206,0.103,2000000.0,33.544172648181494
913,Antef Tsoungui,GD Estoril Praia,liga-portugal,Portugal,24,Defender,1372.0,0.0,0.0,0.0,0.0,1000000.0,33.53232932810874
914,Aurélien Scheidler,Royal Charleroi Sporting Club,jupiler-pro-league,Belgium,28,Attack,2246.0,7.0,2.0,0.28,0.08,2000000.0,33.27084674713963
915,Joris Kayembe,KRC Genk,jupiler-pro-league,Belgium,32,Defender,1654.0,0.0,1.0,0.0,0.054,2000000.0,33.21269081315932
916,Colin Coosemans,RSC Anderlecht,jupiler-pro-league,Belgium,34,Goalkeeper,2700.0,0.0,0.0,0.0,0.0,1200000.0,33.20299656805827
917,Davy Roef,KAA Gent,jupiler-pro-league,Belgium,32,Goalkeeper,2700.0,0.0,0.0,0.0,0.0,2500000.0,33.1789333528296
918,Elayis Tavsan,Samsunspor,super-lig,Türkiye,25,Attack,817.0,2.0,2.0,0.22,0.22,1500000.0,33.160900058248465
919,Nikolaos Christogeorgos,Omilos Filathlon Irakliou FC,super-league-1,Greece,26,Goalkeeper,1645.0,0.0,0.0,0.0,0.0,1000000.0,33.12593387712963
920,Nolan Martens,Excelsior Rotterdam,eredivisie,Netherlands,22,Defender,481.0,0.0,1.0,0.0,0.187,,33.11327815880116
921,Amine Harit,Basaksehir FK,super-lig,Türkiye,29,Attack,1566.0,2.0,4.0,0.115,0.23,5000000.0,33.074069539362775
922,Elies Mahmoud,Randers FC,superliga,Denmark,25,Attack,1481.0,2.0,2.0,0.122,0.122,750000.0,32.97057831218764
923,Pedro Carvalho,GD Estoril Praia,liga-portugal,Portugal,23,Defender,1249.0,0.0,1.0,0.0,0.072,800000.0,32.947803809871075
924,Jerolldino Bergraaf,Excelsior Rotterdam,eredivisie,Netherlands,20,Attack,1046.0,0.0,1.0,0.0,0.086,300000.0,32.931356582878315
925,Ayoub El Kaabi,Olympiakos Syndesmos Filathlon Peiraios,super-league-1,Greece,33,Attack,1682.0,17.0,1.0,0.91,0.054,4500000.0,32.89426120839745
926,Jordi Liongola,RAAL La Louvière,jupiler-pro-league,Belgium,26,Midfield,2276.0,1.0,6.0,0.04,0.237,1500000.0,32.88690989607633
927,Jadel Katongo,Kayserispor,super-lig,Türkiye,22,Defender,636.0,0.0,0.0,0.0,0.0,500000.0,32.86260686020588
928,Robert Ljubicic,Athlitiki Enosi Konstantinoupoleos,super-league-1,Greece,27,Midfield,631.0,4.0,4.0,0.571,0.571,3000000.0,32.795859448674456
929,Olimpiu Moruțan,Aris Thessalonikis,super-league-1,Greece,27,Attack,559.0,0.0,0.0,0.0,0.0,1800000.0,32.732513747151685
930,Pedro Ferreira,CD Santa Clara,liga-portugal,Portugal,28,Midfield,1969.0,0.0,0.0,0.0,0.0,3000000.0,32.431298264501564
931,Nikolaos Athanasiou,Rio Ave FC,liga-portugal,Portugal,25,Defender,1313.0,0.0,1.0,0.0,0.069,1200000.0,32.40095783615273
932,Andri Fannar Baldursson,Kasimpasa,super-lig,Türkiye,24,Midfield,2720.0,0.0,1.0,0.0,0.033,2000000.0,32.364299311994316
933,Julian Baas,Sparta Rotterdam,eredivisie,Netherlands,24,Midfield,1297.0,0.0,0.0,0.0,0.0,700000.0,32.251986248782735
934,Philippe Sandler,NEC Nijmegen,eredivisie,Netherlands,29,Defender,1873.0,1.0,3.0,0.048,0.144,2000000.0,32.16958994428319
935,Bünyamin Balcı,Antalyaspor,super-lig,Türkiye,26,Defender,2351.0,0.0,4.0,0.0,0.153,2000000.0,32.1085666858198
936,Nolan Gillot,RAAL La Louvière,jupiler-pro-league,Belgium,24,Defender,849.0,2.0,4.0,0.212,0.424,500000.0,32.09774279119622
937,Teo Quintero,Sparta Rotterdam,eredivisie,Netherlands,27,Defender,2469.0,1.0,1.0,0.036,0.036,1300000.0,32.085677944227626
938,Warleson,Cercle Brugge,jupiler-pro-league,Belgium,30,Goalkeeper,1107.0,0.0,0.0,0.0,0.0,2000000.0,32.03501110410421
939,Ivan Mesik,Heracles Almelo,eredivisie,Netherlands,25,Defender,2633.0,2.0,1.0,0.068,0.034,600000.0,32.00834724826112
940,Koen Kostons,PEC Zwolle,eredivisie,Netherlands,27,Attack,2888.0,11.0,6.0,0.343,0.187,1500000.0,31.97729460265599
941,Muhamed Buljubasic,Caykur Rizespor,super-lig,Türkiye,22,Midfield,786.0,0.0,0.0,0.0,0.0,1500000.0,31.947052032354055
942,Georgios Kyriakopoulos,Panathinaikos Athlitikos Omilos,super-league-1,Greece,30,Defender,1378.0,1.0,2.0,0.065,0.131,2000000.0,31.870138069907338
943,Eddie Salcedo,Omilos Filathlon Irakliou FC,super-league-1,Greece,25,Attack,1533.0,9.0,1.0,0.528,0.059,1500000.0,31.813744659168613
944,Habib Keïta,Kocaelispor,super-lig,Türkiye,24,Midfield,2053.0,1.0,2.0,0.044,0.088,2500000.0,31.752870619373645
945,Yusuf Özdemir,Alanyaspor,super-lig,Türkiye,25,Midfield,907.0,1.0,1.0,0.099,0.099,2800000.0,31.578568822913937
946,Dylan Nandín,FC Arouca,liga-portugal,Portugal,24,Attack,920.0,1.0,2.0,0.098,0.196,1000000.0,31.566192427545147
947,Oluwaseun Adewumi,Cercle Brugge,jupiler-pro-league,Belgium,21,Midfield,1433.0,4.0,0.0,0.251,0.0,800000.0,31.556475946487183
948,Juho Talvitie,NAC Breda,eredivisie,Netherlands,21,Attack,1395.0,3.0,2.0,0.194,0.129,700000.0,31.514557542996695
949,Nico Mantl,FC Arouca,liga-portugal,Portugal,26,Goalkeeper,720.0,0.0,0.0,0.0,0.0,800000.0,31.450854326387585
950,Umut Güneş,Basaksehir FK,super-lig,Türkiye,26,Midfield,2015.0,1.0,0.0,0.045,0.0,3000000.0,31.40684870632641
951,Arbnor Muja,Sint-Truidense VV,jupiler-pro-league,Belgium,28,Attack,1490.0,5.0,1.0,0.302,0.06,2500000.0,31.355589737231444
952,Andreas Poulsen,Silkeborg IF,superliga,Denmark,27,Defender,1370.0,0.0,3.0,0.0,0.197,850000.0,31.35245639665215
953,Guilherme Montóia,CF Estrela Amadora,liga-portugal,Portugal,23,Defender,524.0,0.0,0.0,0.0,0.0,750000.0,31.350625876052597
954,Fiete Arp,Odense Boldklub,superliga,Denmark,26,Midfield,1691.0,8.0,3.0,0.426,0.16,1700000.0,31.336215370259428
955,Léo Duarte,Basaksehir FK,super-lig,Türkiye,30,Defender,2305.0,0.0,1.0,0.0,0.039,2500000.0,31.32207518964314
956,Alessandro Vogliacco,Panthessalonikios Athlitikos Omilos Konstantinoupoliton,super-league-1,Greece,28,Defender,612.0,1.0,0.0,0.147,0.0,2500000.0,31.30554196525612
957,Kresimir Krizmanic,Omilos Filathlon Irakliou FC,super-league-1,Greece,26,Defender,2123.0,0.0,0.0,0.0,0.0,1200000.0,31.238963853335537
958,Lukas Willen,Zulte Waregem,jupiler-pro-league,Belgium,23,Defender,1055.0,0.0,1.0,0.0,0.085,600000.0,31.190512408881382
959,Paulo Victor,CD Santa Clara,liga-portugal,Portugal,25,Defender,1359.0,1.0,0.0,0.066,0.0,800000.0,31.136780546235514
960,Ghislain Konan,Gil Vicente FC,liga-portugal,Portugal,31,Defender,2661.0,0.0,0.0,0.0,0.0,3000000.0,31.112794021639655
961,John Björkengren,Randers FC,superliga,Denmark,28,Midfield,1886.0,1.0,0.0,0.048,0.0,2000000.0,31.05878922369289
962,Max Balard,NAC Breda,eredivisie,Netherlands,26,Midfield,2737.0,0.0,1.0,0.0,0.033,900000.0,31.045799228674543
963,Davie Selke,Basaksehir FK,super-lig,Türkiye,31,Attack,1204.0,10.0,2.0,0.748,0.15,2800000.0,31.045218282476526
964,Felix Uduokhai,Beşiktaş Jimnastik Kulübü,super-lig,Türkiye,29,Defender,1124.0,0.0,0.0,0.0,0.0,3500000.0,30.83485237255176
965,Cristian Devenish,Avs Futebol,liga-portugal,Portugal,25,Defender,2165.0,0.0,0.0,0.0,0.0,800000.0,30.69739621586286
966,Hyun-ju Lee,FC Arouca,liga-portugal,Portugal,23,Midfield,2024.0,7.0,3.0,0.311,0.133,2500000.0,30.586598935284297
967,Jakob Napoleon Romsaas,Royal Charleroi Sporting Club,jupiler-pro-league,Belgium,22,Midfield,1499.0,1.0,4.0,0.06,0.24,1200000.0,30.584172030223765
968,Vítor Carvalho,SC Braga,liga-portugal,Portugal,29,Midfield,1062.0,2.0,2.0,0.169,0.169,4000000.0,30.576109749321333
969,Fedor Chalov,Kayserispor,super-lig,Türkiye,28,Attack,858.0,2.0,1.0,0.21,0.105,4000000.0,30.553611379632112
970,Bartłomiej Drągowski,Panathinaikos Athlitikos Omilos,super-league-1,Greece,29,Goalkeeper,540.0,0.0,0.0,0.0,0.0,2000000.0,30.497751972329983
971,Jaden Slory,Go Ahead Eagles,eredivisie,Netherlands,21,Attack,657.0,0.0,1.0,0.0,0.137,700000.0,30.48829367520592
972,Nicholas Opoku,Kasimpasa,super-lig,Türkiye,29,Defender,2432.0,0.0,0.0,0.0,0.0,1500000.0,30.43947518803422
973,David Bates,Standard Liège,jupiler-pro-league,Belgium,30,Defender,577.0,0.0,0.0,0.0,0.0,1800000.0,30.334521123824214
974,Tayyip Talha Sanuç,Gaziantep FK,super-lig,Türkiye,27,Defender,1335.0,0.0,0.0,0.0,0.0,1500000.0,30.227306836225697
975,Mohamed Guindo,RAAL La Louvière,jupiler-pro-league,Belgium,23,Attack,573.0,0.0,0.0,0.0,0.0,,30.165877284392344
976,Kaj de Rooij,PEC Zwolle,eredivisie,Netherlands,26,Attack,2030.0,6.0,5.0,0.266,0.222,1000000.0,30.090109619665846
977,Nicklas Røjkjær,FC Nordsjaelland,superliga,Denmark,28,Midfield,1954.0,2.0,4.0,0.092,0.184,2000000.0,30.084706792796865
978,Niklas Vesterlund,FC Utrecht,eredivisie,Netherlands,27,Defender,1252.0,1.0,1.0,0.072,0.072,1500000.0,30.077965532112067
979,Abdelkahar Kadri,KAA Gent,jupiler-pro-league,Belgium,26,Midfield,1703.0,2.0,5.0,0.106,0.264,2500000.0,30.03931882280758
980,Jérémy Livolant,Casa Pia AC,liga-portugal,Portugal,28,Attack,2780.0,3.0,8.0,0.097,0.259,2500000.0,29.99803695417345
981,Luca Oyen,SC Heerenveen,eredivisie,Netherlands,23,Attack,469.0,1.0,0.0,0.192,0.0,900000.0,29.980618812010796
982,Mathias Kjølø,FC Twente Enschede,eredivisie,Netherlands,25,Midfield,517.0,0.0,0.0,0.0,0.0,1000000.0,29.92339698504411
983,Mattias Lamhauge,FC Fredericia,superliga,Denmark,27,Goalkeeper,1350.0,0.0,0.0,0.0,0.0,450000.0,29.91197452404909
984,Bartuğ Elmaz,Fatih Karagümrük,super-lig,Türkiye,23,Midfield,1042.0,1.0,0.0,0.086,0.0,1500000.0,29.902479032075618
985,Tiago Parente,GD Estoril Praia,liga-portugal,Portugal,22,Defender,486.0,1.0,1.0,0.185,0.185,500000.0,29.880339834874047
986,Vic Chambaere,Union Saint-Gilloise,jupiler-pro-league,Belgium,23,Goalkeeper,765.0,0.0,0.0,0.0,0.0,700000.0,29.71610226977759
987,Makan Aïko,Fortuna Sittardia Combinatie,eredivisie,Netherlands,25,Attack,454.0,2.0,2.0,0.396,0.396,900000.0,29.69989588602846
988,Sydney van Hooijdonk,NAC Breda,eredivisie,Netherlands,26,Attack,1200.0,5.0,1.0,0.375,0.075,1000000.0,29.692998864791225
989,Anıl Yiğit Çınar,Fatih Karagümrük,super-lig,Türkiye,23,Defender,1100.0,2.0,0.0,0.164,0.0,500000.0,29.615281345370747
990,Zé Carlos,Gil Vicente FC,liga-portugal,Portugal,28,Defender,2466.0,0.0,0.0,0.0,0.0,2000000.0,29.49109986532063
991,Melih İbrahimoğlu,Konyaspor,super-lig,Türkiye,26,Midfield,2286.0,1.0,1.0,0.039,0.039,2500000.0,29.47234527173965
992,William Madsen,FC Fredericia,superliga,Denmark,24,Midfield,906.0,1.0,1.0,0.099,0.099,450000.0,29.40183893433902
993,Nicolai Vallys,Bröndby IF,superliga,Denmark,30,Attack,1606.0,5.0,5.0,0.28,0.28,4000000.0,29.34019628417805
994,Ludwig Augustinsson,RSC Anderlecht,jupiler-pro-league,Belgium,32,Defender,1445.0,0.0,2.0,0.0,0.125,1500000.0,29.315952532001944
995,N'Golo Kanté,Fenerbahce,super-lig,Türkiye,35,Midfield,1144.0,2.0,0.0,0.157,0.0,4000000.0,29.297376160575077
996,Alioune Ndoye,Vitória Guimarães SC,liga-portugal,Portugal,25,Attack,952.0,2.0,2.0,0.189,0.189,1000000.0,29.254084855833607
997,Godfried Frimpong,Kasimpasa,super-lig,Türkiye,27,Defender,2197.0,0.0,1.0,0.0,0.041,2000000.0,29.24392749608611
998,Samuel Kotto,KAA Gent,jupiler-pro-league,Belgium,23,Defender,489.0,0.0,0.0,0.0,0.0,,29.220721467826046
999,Agustín Moreira,Gil Vicente FC,liga-portugal,Portugal,25,Attack,1031.0,2.0,1.0,0.175,0.087,1000000.0,29.119864845999416
1000,Dennis Eckert Ayensa,Standard Liège,jupiler-pro-league,Belgium,29,Attack,1638.0,3.0,0.0,0.165,0.0,2000000.0,29.063876034028286
1001,İbrahim Kaya,Alanyaspor,super-lig,Türkiye,25,Midfield,1154.0,6.0,1.0,0.468,0.078,1500000.0,29.043686957474012
1002,Jordan Larsson,FC Copenhagen,superliga,Denmark,29,Attack,1543.0,6.0,4.0,0.35,0.233,3500000.0,28.954060324483276
1003,Sam Lammers,FC Twente Enschede,eredivisie,Netherlands,29,Attack,1546.0,6.0,8.0,0.349,0.466,4000000.0,28.717308493613285
1004,Laurent Lemoine,Zulte Waregem,jupiler-pro-league,Belgium,28,Defender,1176.0,0.0,0.0,0.0,0.0,800000.0,28.71488110094428
1005,Callum McCowatt,Silkeborg IF,superliga,Denmark,27,Midfield,1683.0,8.0,2.0,0.428,0.107,2500000.0,28.672608540986587
1006,Mark Brink,FC Nordsjaelland,superliga,Denmark,28,Midfield,1219.0,0.0,0.0,0.0,0.0,2000000.0,28.656311453848403
1007,Wouter George,Oud-Heverlee Leuven,jupiler-pro-league,Belgium,24,Midfield,738.0,0.0,1.0,0.0,0.122,700000.0,28.53492808913528
1008,Issiaga Sylla,A.G.S Asteras Tripolis,super-league-1,Greece,32,Defender,1453.0,0.0,0.0,0.0,0.0,700000.0,28.527753497685737
1009,Toni Borevković,Samsunspor,super-lig,Türkiye,29,Defender,1135.0,1.0,0.0,0.079,0.0,2000000.0,28.518364123326158
1010,Kamal Sowah,NAC Breda,eredivisie,Netherlands,26,Midfield,2789.0,1.0,1.0,0.032,0.032,750000.0,28.449451120851933
1011,Çağlar Söyüncü,Fenerbahce,super-lig,Türkiye,30,Defender,772.0,0.0,1.0,0.0,0.117,3500000.0,28.415338071647568
1012,Oucasse Mendy,RAAL La Louvière,jupiler-pro-league,Belgium,25,Attack,929.0,1.0,1.0,0.097,0.097,1000000.0,28.38926652982336
1013,Mithat Pala,Caykur Rizespor,super-lig,Türkiye,26,Defender,1943.0,2.0,0.0,0.093,0.0,3000000.0,28.363586384296756
1014,Omar Fayed,FC Arouca,liga-portugal,Portugal,23,Defender,553.0,0.0,0.0,0.0,0.0,600000.0,28.31765314342499
1015,Vincent Janssen,Royal Antwerp FC,jupiler-pro-league,Belgium,32,Attack,2391.0,7.0,5.0,0.263,0.188,4000000.0,28.29058537218562
1016,Ricardo Horta,SC Braga,liga-portugal,Portugal,32,Attack,2150.0,14.0,6.0,0.586,0.251,9000000.0,28.28811891770926
1017,Sem Scheperman,Heracles Almelo,eredivisie,Netherlands,24,Midfield,1124.0,1.0,1.0,0.08,0.08,600000.0,28.201974177275364
1018,Ivan Perišić,PSV Eindhoven,eredivisie,Netherlands,37,Attack,2219.0,7.0,12.0,0.284,0.487,1200000.0,28.032252819016207
1019,Lazare Amani,Athlitiki Enosi Kifisias,super-league-1,Greece,28,Midfield,1005.0,1.0,0.0,0.09,0.0,1000000.0,28.020275690676538
1020,Nick Fichtinger,PEC Zwolle,eredivisie,Netherlands,22,Midfield,757.0,0.0,1.0,0.0,0.119,350000.0,27.948435100586373
1021,Joris Kramer,Go Ahead Eagles,eredivisie,Netherlands,30,Defender,3015.0,1.0,3.0,0.03,0.09,1800000.0,27.93087534715266
1022,Carles Pérez,Aris Thessalonikis,super-league-1,Greece,28,Attack,1189.0,0.0,0.0,0.0,0.0,1800000.0,27.914579558680426
1023,Răzvan Marin,Athlitiki Enosi Konstantinoupoleos,super-league-1,Greece,30,Midfield,1667.0,3.0,7.0,0.162,0.378,4000000.0,27.91119860606377
1024,Davy Gui,FC Alverca,liga-portugal,Portugal,20,Midfield,594.0,1.0,1.0,0.152,0.152,600000.0,27.873138501057888
1025,Bilal Bayazıt,Kayserispor,super-lig,Türkiye,27,Goalkeeper,2520.0,0.0,0.0,0.0,0.0,1800000.0,27.86420593524469
1026,Shawn Adewoye,Fortuna Sittardia Combinatie,eredivisie,Netherlands,26,Defender,2022.0,0.0,0.0,0.0,0.0,900000.0,27.845737918380355
1027,Derensili Sanches Fernandes,Excelsior Rotterdam,eredivisie,Netherlands,25,Attack,2504.0,6.0,3.0,0.216,0.108,900000.0,27.839634456024232
1028,Darko Churlinov,Kocaelispor,super-lig,Türkiye,26,Attack,1054.0,0.0,3.0,0.0,0.256,1500000.0,27.730044487843834
1029,Sidi Bane,Avs Futebol,liga-portugal,Portugal,22,Defender,588.0,1.0,0.0,0.153,0.0,,27.722494924127272
1030,Berkan Kutlu,Konyaspor,super-lig,Türkiye,28,Midfield,1057.0,2.0,0.0,0.17,0.0,2500000.0,27.66371571622603
1031,Wilguens Paugain,Zulte Waregem,jupiler-pro-league,Belgium,25,Defender,1011.0,1.0,0.0,0.089,0.0,800000.0,27.56179636873519
1032,Fabiano,Moreirense FC,liga-portugal,Portugal,26,Defender,502.0,0.0,0.0,0.0,0.0,1500000.0,27.53185969859768
1033,Yvandro Borges Sanches,Heracles Almelo,eredivisie,Netherlands,22,Attack,515.0,2.0,0.0,0.35,0.0,400000.0,27.51069432879853
1034,Nile John,Moreirense FC,liga-portugal,Portugal,23,Midfield,671.0,0.0,1.0,0.0,0.134,500000.0,27.432962290291368
1035,Kenneth Paal,Antalyaspor,super-lig,Türkiye,29,Defender,2882.0,0.0,0.0,0.0,0.0,2000000.0,27.308278335539356
1036,Raul Paula,NAC Breda,eredivisie,Netherlands,22,Midfield,705.0,2.0,2.0,0.255,0.255,350000.0,27.30585137884564
1037,Amadou Dante,FC Arouca,liga-portugal,Portugal,26,Defender,832.0,0.0,0.0,0.0,0.0,1200000.0,27.2810512296995
1038,Tyrique Mercera,FC Groningen,eredivisie,Netherlands,23,Defender,853.0,0.0,2.0,0.0,0.211,600000.0,27.196458003716018
1039,Tunde Akinsola,Avs Futebol,liga-portugal,Portugal,23,Attack,2443.0,1.0,4.0,0.037,0.147,800000.0,27.180170838187472
1040,Abdul Rahman Baba,Panthessalonikios Athlitikos Omilos Konstantinoupoliton,super-league-1,Greece,32,Defender,1375.0,2.0,1.0,0.131,0.065,2000000.0,27.173957871598382
1041,Barnabás Varga,Athlitiki Enosi Konstantinoupoleos,super-league-1,Greece,32,Attack,767.0,5.0,2.0,0.587,0.235,4000000.0,27.069918608479803
1042,Anthony Descotte,FC Volendam,eredivisie,Netherlands,23,Attack,881.0,4.0,1.0,0.409,0.102,600000.0,27.063486182989465
1043,Giannis Kosti,APO Levadiakos Football Club,super-league-1,Greece,26,Midfield,1944.0,5.0,0.0,0.231,0.0,1200000.0,27.033885615231227
1044,Tomas Cvancara,Antalyaspor,super-lig,Türkiye,26,Attack,526.0,1.0,0.0,0.171,0.0,2000000.0,27.002087992425405
1045,Jean Manuel Mbom,Viborg FF,superliga,Denmark,26,Midfield,1437.0,0.0,4.0,0.0,0.251,1200000.0,26.985192123849377
1046,Dimitrios Limnios,Fortuna Sittardia Combinatie,eredivisie,Netherlands,28,Attack,2177.0,2.0,8.0,0.083,0.331,1300000.0,26.771575421616724
1047,Yassir Salah Rahmouni,Go Ahead Eagles,eredivisie,Netherlands,20,Midfield,777.0,0.0,0.0,0.0,0.0,450000.0,26.75952527946653
1048,Muhammed Şengezer,Basaksehir FK,super-lig,Türkiye,29,Goalkeeper,2970.0,0.0,1.0,0.0,0.03,3500000.0,26.754013934411596
1049,Birger Meling,FC Copenhagen,superliga,Denmark,32,Defender,726.0,0.0,0.0,0.0,0.0,900000.0,26.730217534668416
1050,Theocharis Tsingaras,APS Atromitos Athinon,super-league-1,Greece,26,Midfield,1574.0,1.0,1.0,0.057,0.057,900000.0,26.71661826088487
1051,Erik Palmer-Brown,Panathinaikos Athlitikos Omilos,super-league-1,Greece,29,Defender,1027.0,0.0,0.0,0.0,0.0,1500000.0,26.705795608378587
1052,Hamza Mendyl,Aris Thessalonikis,super-league-1,Greece,29,Defender,471.0,0.0,1.0,0.0,0.191,800000.0,26.647321263709834
1053,Milan Zonneveld,SC Telstar,eredivisie,Netherlands,23,Attack,852.0,2.0,2.0,0.211,0.211,450000.0,26.603652923411786
1054,Mohamed Nassoh,NAC Breda,eredivisie,Netherlands,23,Midfield,1826.0,5.0,1.0,0.246,0.049,700000.0,26.590136536116972
1055,Arnau Solà,FC Arouca,liga-portugal,Portugal,23,Defender,589.0,0.0,1.0,0.0,0.153,500000.0,26.56140348347317
1056,Lefteris Lyratzis,Panserraikos Serres,super-league-1,Greece,26,Defender,1848.0,1.0,2.0,0.049,0.097,800000.0,26.522396669152826
1057,Ismahila Ouédraogo,Odense Boldklub,superliga,Denmark,27,Midfield,1380.0,0.0,0.0,0.0,0.0,1200000.0,26.477030951089205
1058,Syb van Ottele,Fortuna Sittardia Combinatie,eredivisie,Netherlands,24,Defender,901.0,0.0,0.0,0.0,0.0,600000.0,26.46460414664857
1059,David Min,FC Utrecht,eredivisie,Netherlands,27,Attack,883.0,4.0,1.0,0.408,0.102,1500000.0,26.46118138324566
1060,Pedro Santos,FC Famalicão,liga-portugal,Portugal,23,Attack,696.0,2.0,3.0,0.259,0.388,600000.0,26.453897362011205
1061,Omar Richards,Rio Ave FC,liga-portugal,Portugal,28,Defender,702.0,0.0,0.0,0.0,0.0,2000000.0,26.442390035588893
1062,Abraham Marcus,CF Estrela Amadora,liga-portugal,Portugal,26,Attack,2576.0,5.0,5.0,0.175,0.175,1000000.0,26.43340929748963
1063,Junya Ito,KRC Genk,jupiler-pro-league,Belgium,33,Attack,1027.0,4.0,2.0,0.351,0.175,3000000.0,26.427888487683347
1064,Adil Demirbağ,Konyaspor,super-lig,Türkiye,29,Defender,2088.0,2.0,2.0,0.086,0.086,3000000.0,26.405770918112708
1065,Atanas Chernev,CF Estrela Amadora,liga-portugal,Portugal,24,Defender,1018.0,0.0,0.0,0.0,0.0,700000.0,26.329625958526858
1066,João Tomé,Rio Ave FC,liga-portugal,Portugal,23,Defender,664.0,0.0,0.0,0.0,0.0,600000.0,26.29214646251572
1067,Alejandro Marqués,GD Estoril Praia,liga-portugal,Portugal,26,Attack,1145.0,4.0,0.0,0.314,0.0,1500000.0,26.205545760130804
1068,Yassin Oukili,Fortuna Sittardia Combinatie,eredivisie,Netherlands,25,Midfield,468.0,2.0,0.0,0.385,0.0,700000.0,26.181371639265922
1069,Mohamed Elyounoussi,FC Copenhagen,superliga,Denmark,32,Attack,1542.0,6.0,6.0,0.35,0.35,4000000.0,26.180021395770325
1070,Guus Offerhaus,SC Telstar,eredivisie,Netherlands,25,Defender,2970.0,1.0,3.0,0.03,0.091,800000.0,26.16203736559316
1071,Kevin Van Den Kerkhof,Royal Charleroi Sporting Club,jupiler-pro-league,Belgium,30,Defender,1264.0,2.0,1.0,0.142,0.071,1800000.0,26.11920193634986
1072,Cédric Nuozzi,FC Alverca,liga-portugal,Portugal,20,Attack,872.0,1.0,0.0,0.103,0.0,800000.0,26.044351213689044
1073,Luka Ivanušec,Panthessalonikios Athlitikos Omilos Konstantinoupoliton,super-league-1,Greece,28,Midfield,499.0,0.0,2.0,0.0,0.361,3000000.0,26.032495633554763
